"sub"
"sub-A00008326_ses-DS2_task_rest_acq_1400"
"sub-A00010893_ses-DS2_task_rest_acq_1400"
"sub-A00013809_ses-DS2_task_rest_acq_1400"
"sub-A00023510_ses-DS2_task_rest_acq_1400"
"sub-A00027651_ses-DS2_task_rest_acq_1400"
"sub-A00028150_ses-DS2_task_rest_acq_1400"
"sub-A00028152_ses-DS2_task_rest_acq_1400"
"sub-A00028184_ses-DS2_task_rest_acq_1400"
"sub-A00028339_ses-DS2_task_rest_acq_1400"
"sub-A00028389_ses-DS2_task_rest_acq_1400"
"sub-A00028399_ses-DS2_task_rest_acq_1400"
"sub-A00028429_ses-DS2_task_rest_acq_1400"
"sub-A00028552_ses-DS2_task_rest_acq_1400"
"sub-A00028625_ses-DS2_task_rest_acq_1400"
"sub-A00028678_ses-DS2_task_rest_acq_1400"
"sub-A00028694_ses-DS2_task_rest_acq_1400"
"sub-A00028753_ses-DS2_task_rest_acq_1400"
"sub-A00028754_ses-ALGA_task_rest_acq_1400"
"sub-A00028766_ses-DS2_task_rest_acq_1400"
"sub-A00028784_ses-DS2_task_rest_acq_1400"
"sub-A00028842_ses-DS2_task_rest_acq_1400"
"sub-A00028844_ses-DS2_task_rest_acq_1400"
"sub-A00028994_ses-DS2_task_rest_acq_1400"
"sub-A00028995_ses-DS2_task_rest_acq_1400"
"sub-A00029076_ses-DS2_task_rest_acq_1400"
"sub-A00029092_ses-DS2_task_rest_acq_1400"
"sub-A00029215_ses-DS2_task_rest_acq_1400"
"sub-A00029231_ses-DS2_task_rest_acq_1400"
"sub-A00029979_ses-DS2_task_rest_acq_1400"
"sub-A00030990_ses-DS2_task_rest_acq_1400"
"sub-A00031167_ses-DS2_task_rest_acq_1400"
"sub-A00031459_ses-DS2_task_rest_acq_1400"
"sub-A00031549_ses-DS2_task_rest_acq_1400"
"sub-A00031604_ses-DS2_task_rest_acq_1400"
"sub-A00031605_ses-DS2_task_rest_acq_1400"
"sub-A00031794_ses-DS2_task_rest_acq_1400"
"sub-A00031871_ses-DS2_task_rest_acq_1400"
"sub-A00031872_ses-DS2_task_rest_acq_1400"
"sub-A00032007_ses-DS2_task_rest_acq_1400"
"sub-A00033011_ses-DS2_task_rest_acq_1400"
"sub-A00033021_ses-DS2_task_rest_acq_1400"
"sub-A00033232_ses-DS2_task_rest_acq_1400"
"sub-A00033247_ses-DS2_task_rest_acq_1400"
"sub-A00033248_ses-DS2_task_rest_acq_1400"
"sub-A00033589_ses-DS2_task_rest_acq_1400"
"sub-A00033609_ses-DS2_task_rest_acq_1400"
"sub-A00033640_ses-DS2_task_rest_acq_1400"
"sub-A00033647_ses-DS2_task_rest_acq_1400"
"sub-A00033673_ses-DS2_task_rest_acq_1400"
"sub-A00033735_ses-DS2_task_rest_acq_1400"
"sub-A00033752_ses-DS2_task_rest_acq_1400"
"sub-A00033764_ses-DS2_task_rest_acq_1400"
"sub-A00033834_ses-DS2_task_rest_acq_1400"
"sub-A00033849_ses-DS2_task_rest_acq_1400"
"sub-A00034400_ses-DS2_task_rest_acq_1400"
"sub-A00034827_ses-DS2_task_rest_acq_1400"
"sub-A00034987_ses-DS2_task_rest_acq_1400"
"sub-A00035363_ses-DS2_task_rest_acq_1400"
"sub-A00035437_ses-DS2_task_rest_acq_1400"
"sub-A00035440_ses-DS2_task_rest_acq_1400"
"sub-A00035504_ses-DS2_task_rest_acq_1400"
"sub-A00035535_ses-DS2_task_rest_acq_1400"
"sub-A00035562_ses-DS2_task_rest_acq_1400"
"sub-A00035606_ses-DS2_task_rest_acq_1400"
"sub-A00035608_ses-DS2_task_rest_acq_1400"
"sub-A00035625_ses-DS2_task_rest_acq_1400"
"sub-A00035765_ses-DS2_task_rest_acq_1400"
"sub-A00035881_ses-DS2_task_rest_acq_1400"
"sub-A00035926_ses-DS2_task_rest_acq_1400"
"sub-A00035960_ses-DS2_task_rest_acq_1400"
"sub-A00037110_ses-DS2_task_rest_acq_1400"
"sub-A00037111_ses-DS2_task_rest_acq_1400"
"sub-A00037267_ses-DS2_task_rest_acq_1400"
"sub-A00037377_ses-DS2_task_rest_acq_1400"
"sub-A00037386_ses-DS2_task_rest_acq_1400"
"sub-A00037445_ses-DS2_task_rest_acq_1400"
"sub-A00037492_ses-DS2_task_rest_acq_1400"
