"sub"
"sub-A00067146_ses-CLGA_task_rest_acq_1400"
"sub-A00073303_ses-CLGA_task_rest_acq_1400"
"sub-A00074427_ses-CLGA_task_rest_acq_1400"
"sub-A00074688_ses-CLGA_task_rest_acq_1400"
"sub-A00075151_ses-CLGA_task_rest_acq_1400"
"sub-A00075361_ses-CLGA_task_rest_acq_1400"
"sub-A00075737_ses-CLGA_task_rest_acq_1400"
"sub-A00075744_ses-CLGA_task_rest_acq_1400"
"sub-A00075745_ses-CLGA_task_rest_acq_1400"
"sub-A00075746_ses-CLGA_task_rest_acq_1400"
"sub-A00076574_ses-CLGA_task_rest_acq_1400"
"sub-A00076595_ses-CLGA_task_rest_acq_1400"
"sub-A00076755_ses-CLGA_task_rest_acq_1400"
"sub-A00077199_ses-CLGA_task_rest_acq_1400"
"sub-A00077201_ses-CLGA_task_rest_acq_1400"
"sub-A00077203_ses-CLGA_task_rest_acq_1400"
"sub-A00077395_ses-CLGA_task_rest_acq_1400"
"sub-A00077453_ses-CLGA_task_rest_acq_1400"
"sub-A00079337_ses-CLGA_task_rest_acq_1400"
"sub-A00079710_ses-CLGA_task_rest_acq_1400"
"sub-A00079776_ses-CLGA_task_rest_acq_1400"
"sub-A00081126_ses-CLGA_task_rest_acq_1400"
"sub-A00081476_ses-CLGA_task_rest_acq_1400"
"sub-A00083951_ses-CLGA_task_rest_acq_1400"
"sub-A00085795_ses-CLGA_task_rest_acq_1400"
